"company_type","name","type","Địa chỉ","street","street2","city","zip","country_id","vat","function","phone","email","title","user_id","company_id","pricelist","property_account_payable_id","property_account_receivable_id"
"person","Lê Xuân","contact","số 382, đường Lê Thùy Tài, phường Tăng Nhơn Phú A, quận Quận 9, thành phố Hồ Chí Minh","số 382, đường Lê Thùy Tài","phường Tăng Nhơn Phú A, quận Quận 9","Hồ Chí Minh","700000","84","","Chủ shop","0889472314","lexuan@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Thuận Tất","contact","số 869, hẻm Lai Thủy, đường Vũ Khuê Hải, phường Tân Hưng, quận Quận 7, thành phố Hồ Chí Minh","số 869, hẻm Lai Thủy","đường Vũ Khuê Hải, phường Tân Hưng, quận Quận 7","Hồ Chí Minh","700000","84","","Chủ shop","0890251117","nguyenthuantat@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phan Ngà Trác Bách","contact","số 294, xóm Nguyệt Lương, thôn 5, xã Tiên Cường, huyện Tiên Lãng, thành phố Hải Phòng","số 294, xóm Nguyệt Lương","thôn 5, xã Tiên Cường, huyện Tiên Lãng","Hải Phòng","180000","84","","Chủ shop","0911296083","phanngatracbach@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Thùy","contact","số 255, xóm Quyên Vinh, thôn 2, xã Trường Long, huyện Phong Điền, thành phố Cần Thơ","số 255, xóm Quyên Vinh","thôn 2, xã Trường Long, huyện Phong Điền","Cần Thơ","900000","84","","Chủ shop","0934350694","nguyenthuy@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Chiêu Phi Thuận","contact","số 79, xóm 2, thôn 3, xã Phú Xuân, huyện Nhà Bè, thành phố Hồ Chí Minh","số 79, xóm 2","thôn 3, xã Phú Xuân, huyện Nhà Bè","Hồ Chí Minh","700000","84","","Chủ shop","0888423554","lechieuphithuan@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Chung Ca Phúc Thảo","contact","số 650, đường Quý Yên, phường Phú Thọ Hòa, quận Tân Phú, thành phố Hồ Chí Minh","số 650, đường Quý Yên","phường Phú Thọ Hòa, quận Tân Phú","Hồ Chí Minh","700000","84","","Chủ shop","0973410319","chungcaphucthao@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Minh Hội Lưu","contact","số 51, xóm 7, thôn 1, xã Xuân Thới Sơn, huyện Hóc Môn, thành phố Hồ Chí Minh","số 51, xóm 7","thôn 1, xã Xuân Thới Sơn, huyện Hóc Môn","Hồ Chí Minh","700000","84","","Chủ shop","0974854239","phamminhhoiluu@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vũ Quý","contact","số 544, xóm Oanh Thi, thôn 5, xã Thuần Mỹ, huyện Ba Vì, thành phố Hà Nội","số 544, xóm Oanh Thi","thôn 5, xã Thuần Mỹ, huyện Ba Vì","Hà Nội","100000","84","","Chủ shop","0941427558","vuquy@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lý Ngà Trọng","contact","số 873, đường Nguyễn Doanh Phương, phường Bình Thọ, quận Thủ Đức, thành phố Hồ Chí Minh","số 873, đường Nguyễn Doanh Phương","phường Bình Thọ, quận Thủ Đức","Hồ Chí Minh","700000","84","","Chủ shop","0903349533","lyngatrong@gmail.com","Cô","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Nga Dũng Thiếu","contact","số 350, đường Hoàng Thục Trang, phường La Khê, quận Hà Đông, thành phố Hà Nội","số 350, đường Hoàng Thục Trang","phường La Khê, quận Hà Đông","Hà Nội","100000","84","","Chủ shop","0950984372","nguyenngadungthieu@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
